Label,Data1,Altitude,Velocity,Vertical Velocity,PT Pressure,PS Pressure,PT Temperature,PS Temperature,Sensor Status,END,
="2025-09-30 오전 10:03:16",="196",="4.927056",="12.33924",="-0.003578439",="10136569",="10137179",="23.94019",="23.95314",="0",PacketEnd
="2025-09-30 오전 10:03:16",="199",="4.927033",="12.33924",="-0.003538133",="10136569",="10137179",="23.94026",="23.95315",="0",PacketEnd
="2025-09-30 오전 10:03:16",="202",="4.927015",="12.33924",="-0.003442266",="10136569",="10137179",="23.94029",="23.95318",="0",PacketEnd
="2025-09-30 오전 10:03:16",="205",="4.926999",="12.33924",="-0.003286287",="10136569",="10137179",="23.94035",="23.95319",="0",PacketEnd
="2025-09-30 오전 10:03:16",="208",="4.926982",="12.34644",="-0.003094892",="10136569",="10137180",="23.94038",="23.95325",="0",PacketEnd
="2025-09-30 오전 10:03:17",="211",="4.926962",="12.34644",="-0.002911494",="10136569",="10137180",="23.94046",="23.95327",="0",PacketEnd
="2025-09-30 오전 10:03:17",="214",="4.926938",="12.34644",="-0.002784029",="10136569",="10137180",="23.9405",="23.95333",="0",PacketEnd
="2025-09-30 오전 10:03:17",="217",="4.92691",="12.34644",="-0.002738782",="10136569",="10137180",="23.94057",="23.95335",="0",PacketEnd
="2025-09-30 오전 10:03:17",="220",="4.926882",="12.34644",="-0.002770398",="10136569",="10137180",="23.9406",="23.95341",="0",PacketEnd
="2025-09-30 오전 10:03:17",="223",="4.926854",="12.34644",="-0.002848633",="10136569",="10137180",="23.94065",="23.95344",="0",PacketEnd
="2025-09-30 오전 10:03:17",="226",="4.926826",="12.34644",="-0.002939521",="10136569",="10137180",="23.94068",="23.95347",="0",PacketEnd
="2025-09-30 오전 10:03:17",="229",="4.926802",="12.34644",="-0.003005237",="10136569",="10137180",="23.94074",="23.95349",="0",PacketEnd
="2025-09-30 오전 10:03:17",="232",="4.926782",="12.34644",="-0.003018888",="10136569",="10137180",="23.94077",="23.95352",="0",PacketEnd
